,Count,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Reason
4294,1,Markleeville,96120,38.735789,-119.85798,Male,No,Yes,No,49,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,0,
4295,1,Milford,96121,40.181279,-120.392967,Male,No,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,0,
4296,1,Portola,96122,39.786755,-120.445626,Female,No,Yes,Yes,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,0,
4297,1,Ravendale,96123,40.845738,-120.322219,Male,No,No,No,40,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,0,
4298,1,Calpine,96124,39.672813,-120.456699,Male,No,Yes,No,67,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,0,
4299,1,Standish,96128,40.346634,-120.386422,Female,No,Yes,Yes,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,0,
4300,1,Susanville,96130,40.559177,-120.612113,Female,No,No,Yes,41,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,0,
4301,1,Termo,96132,41.027281,-120.669427,Female,No,No,No,4,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.0,135.75,0,
4302,1,Topaz,96133,38.636052,-119.489162,Female,No,Yes,Yes,24,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,0,
4303,1,Tulelake,96134,41.813521,-121.492666,Female,No,No,No,5,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,0,
4304,1,Wendel,96136,40.345949,-120.081187,Female,No,No,No,5,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,0,
4305,1,Carnelian Bay,96140,39.227434,-120.091806,Female,No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,0,
4306,1,Homewood,96141,39.117018,-120.212535,Female,No,No,No,24,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,0,
4307,1,Tahoma,96142,39.061227,-120.179546,Female,No,Yes,No,42,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,0,
4308,1,Kings Beach,96143,39.246654,-120.029273,Female,No,No,No,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,0,
4309,1,Tahoe City,96145,39.178337,-120.162806,Male,No,No,No,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,0,
4310,1,Olympic Valley,96146,39.191797,-120.212401,Female,No,Yes,Yes,33,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,0,
4311,1,Los Angeles,90001,33.973616,-118.24902,Male,Yes,Yes,No,69,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,0,
4312,1,Los Angeles,90002,33.949255,-118.246978,Male,Yes,No,No,38,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,0,
4313,1,Los Angeles,90003,33.964131,-118.272783,Female,No,Yes,Yes,3,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,0,
4314,1,Los Angeles,90004,34.076259,-118.310715,Female,No,Yes,Yes,48,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,0,
4315,1,Los Angeles,90005,34.059281,-118.30742,Female,No,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,0,
4316,1,Los Angeles,90006,34.048013,-118.293953,Female,No,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,0,
4317,1,Los Angeles,90008,34.008293,-118.346766,Female,No,No,No,48,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,0,
4318,1,Los Angeles,90010,34.062125,-118.315709,Male,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0,
4319,1,Los Angeles,90011,34.00709,-118.258681,Male,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,0,
4320,1,Los Angeles,90012,34.065875,-118.238728,Female,No,No,No,37,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,0,
4321,1,Los Angeles,90013,34.044639,-118.240413,Male,Yes,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,0,
4322,1,Los Angeles,90014,34.043144,-118.251977,Female,No,Yes,No,26,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,0,
4323,1,Los Angeles,90015,34.039224,-118.266293,Male,No,Yes,No,63,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,0,
4324,1,Los Angeles,90018,34.028735,-118.317236,Male,Yes,Yes,No,18,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,0,
4325,1,Los Angeles,90019,34.049841,-118.33846,Female,No,Yes,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,0,
4326,1,Los Angeles,90021,34.029043,-118.239504,Female,No,No,Yes,28,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,0,
4327,1,Los Angeles,90022,34.02381,-118.156582,Female,No,No,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,0,
4328,1,Los Angeles,90025,34.046174,-118.446333,Male,No,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,0,
4329,1,Los Angeles,90026,34.078991,-118.263804,Female,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,0,
4330,1,Los Angeles,90027,34.127194,-118.295647,Female,No,Yes,No,18,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,0,
4332,1,Los Angeles,90032,34.078821,-118.177576,Male,No,No,Yes,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,0,
4333,1,Los Angeles,90034,34.030578,-118.399613,Male,No,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,316.2,0,
4334,1,Los Angeles,90035,34.051809,-118.383843,Female,No,Yes,Yes,55,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,0,
4335,1,Los Angeles,90036,34.070291,-118.349191,Female,No,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,0,
4336,1,Los Angeles,90038,34.088017,-118.327168,Female,No,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,0,
4337,1,Los Angeles,90040,33.994524,-118.149953,Female,Yes,No,No,49,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,0,
4338,1,Los Angeles,90041,34.137412,-118.207607,Male,No,No,No,40,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,0,
4339,1,Los Angeles,90042,34.11572,-118.192754,Female,No,No,No,16,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,0,
4340,1,Los Angeles,90044,33.952714,-118.292061,Female,No,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,0,
4341,1,Los Angeles,90045,33.954017,-118.402447,Female,Yes,No,No,2,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,0,
4342,1,Los Angeles,90046,34.108455,-118.362081,Male,No,Yes,Yes,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,0,
4343,1,Los Angeles,90047,33.958149,-118.308441,Female,Yes,No,No,71,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,0,
4344,1,Los Angeles,90058,34.001617,-118.222274,Male,No,Yes,No,12,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,
4345,1,Los Angeles,90059,33.927254,-118.249826,Female,No,No,No,54,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,0,
4346,1,Los Angeles,90061,33.92128,-118.274186,Female,No,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,0,
4347,1,Los Angeles,90064,34.037251,-118.423573,Male,No,No,No,27,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,0,
4348,1,Los Angeles,90065,34.108833,-118.229715,Male,No,No,No,21,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,0,
4349,1,Los Angeles,90067,34.057496,-118.413959,Female,Yes,No,No,64,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,0,
4350,1,West Hollywood,90069,34.093781,-118.381061,Male,No,Yes,No,57,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,0,
4351,1,Los Angeles,90077,34.102084,-118.451629,Male,No,No,No,19,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,0,
4352,1,Bell,90201,33.970343,-118.171368,Male,No,Yes,No,31,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,0,
4353,1,Beverly Hills,90210,34.099891,-118.414338,Male,No,No,No,52,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,0,
4354,1,Beverly Hills,90211,34.063947,-118.383001,Female,No,No,No,46,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,0,
4355,1,Beverly Hills,90212,34.062095,-118.401508,Female,Yes,No,No,11,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,0,
4356,1,Compton,90220,33.88151,-118.234451,Female,No,Yes,Yes,53,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,0,
4357,1,Compton,90222,33.912246,-118.236773,Male,Yes,No,No,57,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,0,
4358,1,Downey,90240,33.956228,-118.120993,Female,No,Yes,Yes,71,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,0,
4359,1,Downey,90241,33.940884,-118.128628,Female,No,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0,
4360,1,Downey,90242,33.921793,-118.140588,Male,No,Yes,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,0,
4361,1,El Segundo,90245,33.917145,-118.401554,Male,No,Yes,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,0,
4362,1,Gardena,90247,33.890853,-118.297967,Female,No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,0,
4363,1,Gardena,90249,33.90139,-118.315697,Female,No,No,No,41,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,0,
4364,1,Hawthorne,90250,33.914775,-118.348083,Male,No,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,0,
4365,1,Lynwood,90262,33.923573,-118.200669,Female,No,Yes,No,58,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,0,
4366,1,Malibu,90263,34.037037,-118.705803,Female,No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,0,
4367,1,Malibu,90265,34.074572,-118.831181,Female,No,Yes,No,65,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,0,
4368,1,Manhattan Beach,90266,33.889632,-118.39737,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0,
4369,1,Maywood,90270,33.988572,-118.186565,Male,No,Yes,No,56,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,0,
4370,1,Pacific Palisades,90272,34.079449,-118.548306,Male,No,No,No,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,0,
4371,1,Palos Verdes Peninsula,90274,33.788208,-118.404955,Female,No,Yes,Yes,58,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,0,
4372,1,Rancho Palos Verdes,90275,33.753146,-118.367459,Male,No,Yes,No,62,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,0,
4373,1,Redondo Beach,90277,33.830453,-118.384565,Male,No,No,No,26,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,0,
4374,1,Redondo Beach,90278,33.873395,-118.37019,Male,No,No,No,62,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,0,
4375,1,South Gate,90280,33.944624,-118.192615,Female,No,Yes,Yes,58,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,0,
4376,1,Topanga,90290,34.115192,-118.61017,Female,No,Yes,No,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,0,
4377,1,Venice,90291,33.991782,-118.479229,Female,No,Yes,Yes,61,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,0,
4378,1,Marina Del Rey,90292,33.977468,-118.445475,Female,No,No,No,42,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,0,
4379,1,Playa Del Rey,90293,33.947305,-118.439841,Male,No,No,No,18,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,0,
4380,1,Inglewood,90301,33.956445,-118.358634,Female,No,No,No,56,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,0,
4381,1,Inglewood,90303,33.936291,-118.332639,Female,No,No,No,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,0,
4382,1,Inglewood,90304,33.936827,-118.359824,Female,No,No,Yes,35,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,0,
4383,1,Inglewood,90305,33.958134,-118.330905,Female,No,Yes,Yes,64,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,0,
4384,1,Santa Monica,90401,34.015481,-118.493231,Female,No,No,No,31,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,0,
4385,1,Santa Monica,90402,34.035849,-118.503508,Female,Yes,Yes,No,67,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,0,
4386,1,Santa Monica,90404,34.026334,-118.474222,Female,Yes,Yes,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,0,
4387,1,Torrance,90502,33.833181,-118.292062,Male,No,Yes,Yes,2,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,0,
4388,1,Torrance,90503,33.840399,-118.353714,Female,No,Yes,Yes,29,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,0,
4389,1,Torrance,90504,33.867257,-118.330794,Female,No,No,No,47,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,0,
4390,1,Whittier,90601,34.007353,-118.033683,Male,No,No,Yes,12,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,0,
4391,1,Whittier,90602,33.972119,-118.020188,Female,No,Yes,Yes,8,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,0,
4392,1,Whittier,90603,33.945318,-117.992066,Male,No,Yes,No,54,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,0,
4393,1,Whittier,90604,33.929704,-118.01208,Male,No,Yes,Yes,69,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,0,
4394,1,Whittier,90605,33.960891,-118.032222,Female,No,No,No,26,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,0,
4395,1,Whittier,90606,33.976678,-118.065875,Female,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,0,
4396,1,Buena Park,90620,33.845706,-118.012204,Female,No,No,No,70,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,0,
4397,1,Cypress,90630,33.818477,-118.038307,Female,No,Yes,Yes,28,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,0,
4398,1,La Mirada,90638,33.902045,-118.008961,Female,No,Yes,No,21,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,0,
4399,1,Norwalk,90650,33.905963,-118.08263,Female,No,Yes,Yes,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,0,
4400,1,Pico Rivera,90660,33.989524,-118.089299,Male,No,No,Yes,53,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,0,
4401,1,Stanton,90680,33.801869,-117.995068,Female,No,Yes,No,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,0,
4402,1,Artesia,90701,33.867593,-118.080637,Male,No,No,No,61,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,0,
4403,1,Cerritos,90703,33.8681,-118.067402,Female,No,No,No,11,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,0,
4404,1,Avalon,90704,33.391181,-118.421305,Male,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,0,
4405,1,Bellflower,90706,33.887676,-118.127289,Male,No,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,0,
4406,1,Harbor City,90710,33.798266,-118.300237,Female,No,No,No,41,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,0,
4407,1,Lakewood,90715,33.841027,-118.078097,Female,No,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,0,
4408,1,Hawaiian Gardens,90716,33.830431,-118.074071,Female,No,Yes,Yes,34,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,0,
4409,1,Lomita,90717,33.794209,-118.317354,Male,No,No,No,29,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,0,
4410,1,Los Alamitos,90720,33.79499,-118.065591,Male,Yes,Yes,No,40,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,0,
4411,1,Paramount,90723,33.897122,-118.164432,Male,No,Yes,No,36,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,0,
4412,1,San Pedro,90731,33.736387,-118.284363,Female,No,Yes,No,46,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,0,
4413,1,San Pedro,90732,33.744119,-118.31448,Female,No,No,No,58,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,0,
4414,1,Seal Beach,90740,33.75462,-118.071128,Male,No,No,No,39,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,0,
4415,1,Surfside,90743,33.728273,-118.085304,Female,No,Yes,Yes,52,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,0,
4416,1,Wilmington,90744,33.782068,-118.262263,Male,Yes,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,0,
4417,1,Carson,90745,33.822295,-118.26411,Male,Yes,Yes,No,65,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,0,
4418,1,Carson,90746,33.859171,-118.252272,Male,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,0,
4419,1,Long Beach,90802,33.752524,-118.210737,Female,No,Yes,No,70,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,0,
4420,1,Long Beach,90803,33.760458,-118.129725,Female,Yes,Yes,Yes,29,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,0,
4421,1,Long Beach,90805,33.864622,-118.179626,Female,No,No,No,67,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,0,
4422,1,Long Beach,90806,33.802664,-118.179971,Female,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,0,
4423,1,Long Beach,90808,33.823943,-118.111335,Female,No,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,0,
4424,1,Long Beach,90810,33.819814,-118.222416,Female,No,Yes,No,48,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,0,
4425,1,Long Beach,90813,33.781086,-118.199049,Female,No,Yes,Yes,55,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,0,
4426,1,Long Beach,90815,33.797638,-118.11662,Male,No,No,No,37,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,0,
4427,1,Long Beach,90822,33.778436,-118.118648,Female,No,Yes,No,31,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,0,
4428,1,Altadena,91001,34.196837,-118.142236,Male,No,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,0,
4429,1,Arcadia,91006,34.137319,-118.029837,Male,No,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,0,
4430,1,Duarte,91010,34.145695,-117.95982,Male,No,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,0,
4431,1,La Canada Flintridge,91011,34.234912,-118.153729,Female,Yes,No,No,15,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,0,
4432,1,Monrovia,91016,34.1528,-118.000482,Male,No,Yes,Yes,8,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,0,
4433,1,Montrose,91020,34.2112,-118.230625,Female,No,No,No,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,0,
4434,1,Sierra Madre,91024,34.168686,-118.057505,Female,Yes,No,No,56,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,0,
4435,1,Sunland,91040,34.282704,-118.312929,Male,Yes,Yes,Yes,65,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,0,
4436,1,Tujunga,91042,34.296574,-118.244839,Female,No,Yes,Yes,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,31.9,0,
4437,1,Pasadena,91101,34.146635,-118.139225,Male,Yes,Yes,No,65,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,0,
4438,1,Pasadena,91103,34.167465,-118.165327,Female,No,No,No,18,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,0,
4439,1,Pasadena,91104,34.165383,-118.123752,Female,No,No,No,23,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,0,
4440,1,Pasadena,91106,34.139402,-118.128658,Male,No,Yes,No,70,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,0,
